intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp
1330000,0.0013562433080099934,0.4784172661870504,0.0013562433080099934,0.002099714363181225,2.5037593984962405,2.0,1.509987104214096,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.4784172661870504,1330000,0,490000,data/metagenome_analyses/strain_tracking/sigs/ERR4605121.fastq.gz,,7ff7d6ac,980650000
1020000,0.0010401264467445061,0.09090909090909091,0.0002549329526334574,0.00031527242690408783,2.0,2.0,0.6324555320336759,GCA_018616495.1_ASM1861649v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,fcdb083f97c9199fca3c62953720ce21,0.3709090909090909,250000,1,240000,data/metagenome_analyses/strain_tracking/sigs/ERR4605121.fastq.gz,,7ff7d6ac,980650000
1740000,0.0011827240718334942,0.6192170818505338,0.0011827240718334942,0.0023223746280571886,2.7586206896551726,2.0,1.6983123282157613,GCA_015219925.1_ASM1521992v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,042bb108e47917bb64d3f5f34c465157,0.6192170818505338,1740000,0,270000,data/metagenome_analyses/strain_tracking/sigs/ERR4605122.fastq.gz,,ce4f7649,1471180000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605123.fastq.gz,NA,NA,NA
150000,0.0002070850705469807,0.045180722891566265,0.0002070850705469807,0.0022182046068322503,32.8,2.0,55.99190417670516,GCA_001641045.1_ASM164104v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,4bb4009e399bda9006e1ba415ea2b2fd,0.045180722891566265,150000,0,30000,data/metagenome_analyses/strain_tracking/sigs/ERR4605124.fastq.gz,,ad5d0cf7,724340000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605125.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605126.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605127.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605128.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605129.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605130.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605131.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605132.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605133.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605134.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605135.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605136.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605137.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605138.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605139.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605140.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605141.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605142.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605143.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605144.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605145.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605146.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605147.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605148.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605149.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605150.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605151.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605152.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605153.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605154.fastq.gz,NA,NA,NA
2630000,0.0018641112512935373,0.9460431654676259,0.0018641112512935373,0.014012971775975295,10.490494296577946,9.0,5.984684583631523,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.9460431654676259,2630000,0,970000,data/metagenome_analyses/strain_tracking/sigs/ERR4605155.fastq.gz,,b248c9db,1410860000
2480000,0.001757793119090484,0.27906976744186046,0.0005103270345746566,0.0017776513670139011,4.861111111111111,4.0,3.202887393325121,GCA_900097615.1_15056_7_59_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,cb49ee4d768dba7e969593985d6b2ce4,0.9612403100775194,720000,1,250000,data/metagenome_analyses/strain_tracking/sigs/ERR4605155.fastq.gz,,b248c9db,1410860000
2610000,0.002548230883386706,0.8642384105960265,0.002548230883386706,0.013050388221044451,7.14176245210728,6.0,4.059780673384314,GCA_900458325.1_41594_G01_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,7db937d71bf56dbf46a2ab208b75ff48,0.8642384105960265,2610000,0,1220000,data/metagenome_analyses/strain_tracking/sigs/ERR4605156.fastq.gz,,846a9f2b,1024240000
2600000,0.0025384675466687493,0.2704626334519573,0.0007420135905647114,0.002646484306628113,4.973684210526316,4.0,3.524253128083073,GCA_000280745.1_S.aureus_GR1_1.0_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,90f3599f7ca15def3937deb5afeda3e5,0.9252669039145908,760000,1,460000,data/metagenome_analyses/strain_tracking/sigs/ERR4605156.fastq.gz,,846a9f2b,1024240000
1600000,0.0015621338748730766,0.08469055374592833,0.00025384675466687495,0.00036406662419222717,2.0,1.0,2.2702083943651856,GCA_008462245.1_ASM846224v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,05505786cdd234041bc3cfad2d4a4833,0.5211726384364821,260000,2,200000,data/metagenome_analyses/strain_tracking/sigs/ERR4605156.fastq.gz,,846a9f2b,1024240000
1590000,0.0014392526748375184,0.6489795918367347,0.0014392526748375184,0.002744090166787139,2.5786163522012577,2.0,1.5187865389604869,GCA_018502005.1_ASM1850200v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,13b7f2ef5135a7f0b304ffabc34d4be5,0.6489795918367347,1590000,0,480000,data/metagenome_analyses/strain_tracking/sigs/ERR4605157.fastq.gz,,459c3b4b,1104740000
1470000,0.0013306298314535547,0.08695652173913043,0.0002172456867679273,0.0003279522394452922,2.0416666666666665,2.0,1.135751097536584,GCA_903801155.1_22276_6_172_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,f0b1550c1288d296a208dffe8a698aae,0.532608695652174,240000,1,240000,data/metagenome_analyses/strain_tracking/sigs/ERR4605157.fastq.gz,,459c3b4b,1104740000
160000,0.00011840888066604995,0.06130268199233716,0.00011840888066604995,0.00011449150160808519,1.375,1.0,0.4841229182759271,GCA_003354545.1_ASM335454v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,cfe318ccd167a8170754cb620aa89891,0.06130268199233716,160000,0,80000,data/metagenome_analyses/strain_tracking/sigs/ERR4605158.fastq.gz,,63d91b6e,1351250000
260000,0.0002716170617302007,0.09961685823754789,0.0002716170617302007,0.000313966933921447,1.5769230769230769,2.0,0.4940474068717357,GCA_014336335.1_ASM1433633v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,6c2d3f8df78c09634cfc8943b36becd9,0.09961685823754789,260000,0,40000,data/metagenome_analyses/strain_tracking/sigs/ERR4605159.fastq.gz,,82a31054,957230000
1610000,0.0013121541332855198,0.6264591439688716,0.0013121541332855198,0.015573919611010349,17.546583850931675,16.0,8.062604661025347,GCA_008619595.1_ASM861959v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b4ddbb90e4f439c8809954cb2553e0bf,0.6264591439688716,1610000,0,470000,data/metagenome_analyses/strain_tracking/sigs/ERR4605160.fastq.gz,,5c2c561c,1226990000
370000,0.00030155094988549213,0.11507936507936507,0.0002363507445048452,0.002056308677843136,12.862068965517242,2.0,28.614831141151665,GCA_018914355.1_ASM1891435v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,d6d5b2ffcc8d2f21c3dc6aef0a48eb2c,0.14682539682539683,290000,1,180000,data/metagenome_analyses/strain_tracking/sigs/ERR4605160.fastq.gz,,5c2c561c,1226990000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605161.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605162.fastq.gz,NA,NA,NA
2110000,0.0019520589133230333,0.27260981912144705,0.0019520589133230333,0.007273452610357368,9.677725118483412,9.0,5.69779424688979,GCA_001228205.1_5364_3_8_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,5f111f757d21628577211b35f58db2d5,0.27260981912144705,2110000,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605163.fastq.gz,,2dddcd19,1080910000
1690000,0.001364730203336725,0.6475095785440613,0.001364730203336725,0.0025711337166445525,2.5798816568047336,2.0,1.662627132004566,GCA_014336335.1_ASM1433633v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,6c2d3f8df78c09634cfc8943b36becd9,0.6475095785440613,1690000,0,30000,data/metagenome_analyses/strain_tracking/sigs/ERR4605164.fastq.gz,,c8c25a27,1238340000
1090000,0.0008083894508884868,0.3811188811188811,0.0008083894508884868,0.0011712430933422972,2.0458715596330275,2.0,1.12832847957277,GCA_000361045.1_Stap_aure_M0396_V1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e7a2a5ec028598e1985c38a0f2a74b5,0.3811188811188811,1090000,0,40000,data/metagenome_analyses/strain_tracking/sigs/ERR4605165.fastq.gz,,b81eae3b,1348360000
2710000,0.0018999544291373085,0.9644128113879004,0.0018999544291373085,0.061277853569804454,45.745387453874535,43.0,20.608942971072892,GCA_000280745.1_S.aureus_GR1_1.0_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,90f3599f7ca15def3937deb5afeda3e5,0.9644128113879004,2710000,0,2360000,data/metagenome_analyses/strain_tracking/sigs/ERR4605166.fastq.gz,,97f75977,1426350000
2530000,0.001773758193991657,0.44299674267100975,0.0009534826655449223,0.0038357356110485003,5.705882352941177,3.0,7.404408113790794,GCA_008462245.1_ASM846224v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,05505786cdd234041bc3cfad2d4a4833,0.8241042345276873,1360000,1,1000000,data/metagenome_analyses/strain_tracking/sigs/ERR4605166.fastq.gz,,97f75977,1426350000
2690000,0.001885932625232236,0.2052980132450331,0.000434675921057244,0.004191628605888052,13.67741935483871,13.5,6.066231740860132,GCA_900458325.1_41594_G01_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,7db937d71bf56dbf46a2ab208b75ff48,0.890728476821192,620000,2,380000,data/metagenome_analyses/strain_tracking/sigs/ERR4605166.fastq.gz,,97f75977,1426350000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605167.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605168.fastq.gz,NA,NA,NA
2730000,0.001900928878800117,0.9545454545454546,0.001900928878800117,0.01809317963496638,13.7985347985348,13.0,6.605004045363277,GCA_000361045.1_Stap_aure_M0396_V1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,9e7a2a5ec028598e1985c38a0f2a74b5,0.9545454545454546,2730000,0,990000,data/metagenome_analyses/strain_tracking/sigs/ERR4605169.fastq.gz,,0d4319aa,1436140000
2500000,0.0017407773615385686,0.24031007751937986,0.00043171278566156505,0.00143611911623439,4.82258064516129,4.0,2.9100725716944957,GCA_900125945.1_17175_2_28_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,e6d983e7c2d1604b5744df5bf5f7f11a,0.9689922480620154,620000,1,370000,data/metagenome_analyses/strain_tracking/sigs/ERR4605169.fastq.gz,,0d4319aa,1436140000
1560000,0.0013499480789200416,0.5611510791366906,0.0013499480789200416,0.0019975324599024735,1.9615384615384615,2.0,1.2083290824926929,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.5611510791366906,1560000,0,80000,data/metagenome_analyses/strain_tracking/sigs/ERR4605170.fastq.gz,,a7cc864c,1155600000
210000,0.00013376307374804132,0.08333333333333333,0.00013376307374804132,0.00013170334761687495,1.3333333333333333,1.0,0.4714045207910317,GCA_018914355.1_ASM1891435v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,d6d5b2ffcc8d2f21c3dc6aef0a48eb2c,0.08333333333333333,210000,0,30000,data/metagenome_analyses/strain_tracking/sigs/ERR4605171.fastq.gz,,7926329b,1569940000
2600000,0.0024619113901277355,0.9923664122137404,0.0024619113901277355,0.10053039575683395,90.03076923076924,90.5,37.168832779326216,GCA_003017735.1_ASM301773v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,126e853291ce0042451a654bdc751e15,0.9923664122137404,2600000,0,420000,data/metagenome_analyses/strain_tracking/sigs/ERR4605172.fastq.gz,,0a1b5d3b,1056090000
1880000,0.0017801513128615932,0.0391566265060241,0.00012309556950638678,0.00227189761429277,40.69230769230769,20.0,43.10164125981679,GCA_001641045.1_ASM164104v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,4bb4009e399bda9006e1ba415ea2b2fd,0.5662650602409639,130000,1,290000,data/metagenome_analyses/strain_tracking/sigs/ERR4605172.fastq.gz,,0a1b5d3b,1056090000
200000,0.0002897962732199264,0.025839793281653745,0.0002897962732199264,0.00016662501041406314,1.4,1.0,0.48989794855663565,GCA_001228205.1_5364_3_8_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,5f111f757d21628577211b35f58db2d5,0.025839793281653745,200000,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605173.fastq.gz,,c3733d80,690140000
320000,0.00043143546669183376,0.041343669250646,0.00043143546669183376,0.0002441393004595244,1.40625,1.0,0.6051536478449089,GCA_001228205.1_5364_3_8_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,5f111f757d21628577211b35f58db2d5,0.041343669250646,320000,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605174.fastq.gz,,716793f5,741710000
1290000,0.0013329475707288846,0.46402877697841727,0.0013329475707288846,0.002264452535298819,2.7674418604651163,2.0,1.547749693857779,GCA_903811855.1_22276_6_47_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,b5bdb49845be06adf5ef09b8fb3fcdce,0.46402877697841727,1290000,0,510000,data/metagenome_analyses/strain_tracking/sigs/ERR4605175.fastq.gz,,438167ce,967780000
1030000,0.0010642914712021326,0.10181818181818182,0.0002893219533365021,0.00037423725373285805,2.107142857142857,2.0,1.0120448082360538,GCA_018616495.1_ASM1861649v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,fcdb083f97c9199fca3c62953720ce21,0.37454545454545457,280000,1,230000,data/metagenome_analyses/strain_tracking/sigs/ERR4605175.fastq.gz,,438167ce,967780000
1050000,0.001084957325011883,0.030120481927710843,0.00010332926904875075,0.00014588909891280905,2.3,2.0,0.9,GCA_001641045.1_ASM164104v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,4bb4009e399bda9006e1ba415ea2b2fd,0.31626506024096385,100000,2,130000,data/metagenome_analyses/strain_tracking/sigs/ERR4605175.fastq.gz,,438167ce,967780000
1880000,0.001283136312757651,0.6690391459074733,0.001283136312757651,0.002391859960457154,2.6382978723404253,2.0,1.693862913829374,GCA_015219925.1_ASM1521992v1_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,042bb108e47917bb64d3f5f34c465157,0.6690391459074733,1880000,0,240000,data/metagenome_analyses/strain_tracking/sigs/ERR4605176.fastq.gz,,963edf97,1465160000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605177.fastq.gz,NA,NA,NA
120000,0.00016865776528460997,0.042704626334519574,0.00016865776528460997,0.004440772487865331,82.41666666666667,4.5,200.76622322713771,GCA_000280745.1_S.aureus_GR1_1.0_genomic.fna,data/metagenome_analyses/strain_tracking/saureus/genomes/final_drep/dereplicated_genomes/genome.sig,90f3599f7ca15def3937deb5afeda3e5,0.042704626334519574,120000,0,50000,data/metagenome_analyses/strain_tracking/sigs/ERR4605178.fastq.gz,,f5ed4f22,711500000
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605179.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605180.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605181.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605182.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605183.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605184.fastq.gz,NA,NA,NA
0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,data/metagenome_analyses/strain_tracking/sigs/ERR4605185.fastq.gz,NA,NA,NA
