MET1047	groot-db_RESFINDER__cfxA3_1_AF472622	72	966
MET1047	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	198	1464
MET1047	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	72	967
MET1047	groot-db_RESFINDER__mef(A)_10_AF376746	169	1218
MET1047	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	69	967
MET1047	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	19	735
MET1047	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	198	1465
MET1046	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	74	900
MET1046	groot-db_ARGANNOT__(Tmt)DfrC:Z48233:337-822:486	68	486
MET1046	groot-db_CARD__gb|AY566250|+|391-1555|ARO:3000391|norA	163	1165
MET1046	groot-db_RESFINDER__mecA_10_AB512767	176	2010
MET1046	groot-db_ARGANNOT__(MLS)MsrA:AY591760:274-1740:1467	205	1467
MET1046	groot-db_RESFINDER__erm(C)_3_M17990	3002	735
MET1046	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	792	1545
MET1046	groot-db_CARD__gb|CP004067|+|52914-53709|ARO:3002647|APH(3')-IIIa	53	796
MET1046	groot-db_ARGANNOT__(Bla)MECA:AB221124:91-2097:2007	179	2007
MET1046	groot-db_RESFINDER__mecA_4_AB033763	175	2007
MET1046	groot-db_RESFINDER__erm(C)_16_AF019140	3230	735
MET1046	groot-db_CARD__gb|KC243783|+|0-2007|ARO:3000617|mecA	173	2008
MET1046	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	3678	736
MET1046	groot-db_ARGANNOT__(AGly)Aph3-III:V01547:535-1329:795	53	795
MET1046	groot-db_RESFINDER__mecA_14_AB505630	172	2010
MET1046	groot-db_RESFINDER__mef(A)_10_AF376746	115	1218
MET1046	groot-db_RESFINDER__mecA_15_AB505628	184	2010
MET1046	groot-db_CARD__gb|AE015929|-|1128933-1129419|ARO:3002865|dfrC	73	487
MET1046	groot-db_CARD__gb|AF535087|+|28-1573|ARO:3003047|qacB	707	1546
MET1046	groot-db_CARD__gb|X75439|+|476-3551|ARO:3000521|mupA	1282	3075
MET1046	groot-db_RESFINDER__erm(C)_15_U82607	2970	735
MET1046	groot-db_RESFINDER__erm(C)_10_Y09002	2896	735
MET1046	groot-db_RESFINDER__erm(C)_13_M13761	3830	735
MET1046	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	3430	735
MET1046	groot-db_RESFINDER__erm(C)_14_M12730	3669	735
MET1056	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	209	1545
MET1056	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	471	735
MET1056	groot-db_RESFINDER__erm(C)_13_M13761	243	735
MET1056	groot-db_RESFINDER__erm(C)_10_Y09002	213	735
MET1056	groot-db_CARD__gb|X75439|+|476-3551|ARO:3000521|mupA	324	3075
MET1056	groot-db_RESFINDER__erm(C)_15_U82607	378	735
MET1048	groot-db_RESFINDER__msr(A)_1_X52085	830	1467
MET1048	groot-db_CARD__gb|X75439|+|476-3551|ARO:3000521|mupA	711	3075
MET1048	groot-db_ARGANNOT__(MLS)MsrA:AY591760:274-1740:1467	925	1467
MET1051	groot-db_RESFINDER__erm(C)_10_Y09002	787	735
MET1051	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	780	736
MET1051	groot-db_RESFINDER__erm(C)_16_AF019140	702	735
MET1051	groot-db_RESFINDER__erm(C)_14_M12730	778	735
MET1051	groot-db_RESFINDER__erm(C)_15_U82607	930	735
MET1051	groot-db_RESFINDER__erm(C)_13_M13761	804	735
MET1051	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	1206	735
MET1055	groot-db_ARGANNOT__(MLS)MsrA:AY591760:274-1740:1467	260	1467
MET1055	groot-db_RESFINDER__msr(A)_1_X52085	228	1467
MET1070	groot-db_RESFINDER__erm(C)_16_AF019140	114	735
MET1070	groot-db_RESFINDER__erm(C)_13_M13761	142	735
MET1070	groot-db_RESFINDER__erm(C)_3_M17990	121	735
MET1070	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	120	736
MET1070	groot-db_RESFINDER__erm(C)_14_M12730	120	735
MET1061	groot-db_RESFINDER__cfxA3_1_AF472622	39	966
MET1061	groot-db_ARGANNOT__(Bla)cfxA4:AY769933:1-966:966	36	966
MET1061	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	38	967
MET1061	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	77	1465
MET1061	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	37	967
MET1061	groot-db_RESFINDER__mef(A)_10_AF376746	88	1218
MET1061	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	77	1464
MET1061	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	40	967
MET1069	groot-db_RESFINDER__erm(C)_16_AF019140	400	735
MET1069	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	414	735
MET1069	groot-db_RESFINDER__erm(C)_13_M13761	437	735
MET1069	groot-db_RESFINDER__erm(C)_15_U82607	399	735
MET1069	groot-db_RESFINDER__erm(C)_14_M12730	423	735
MET1069	groot-db_RESFINDER__erm(C)_3_M17990	374	735
MET1069	groot-db_RESFINDER__erm(C)_10_Y09002	403	735
MET1069	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	423	736
MET0807	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	152	1545
MET0807	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	221	735
MET0807	groot-db_RESFINDER__blaZ_35_AJ302698	61	846
MET0807	groot-db_RESFINDER__erm(C)_3_M17990	367	735
MET0807	groot-db_RESFINDER__erm(C)_14_M12730	356	735
MET0807	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	356	736
MET0807	groot-db_RESFINDER__erm(C)_16_AF019140	369	735
MET0807	groot-db_RESFINDER__erm(C)_13_M13761	442	735
MET0812	groot-db_RESFINDER__blaZ_34_AP003139	70	846
MET0812	groot-db_RESFINDER__erm(C)_13_M13761	53	735
MET0812	groot-db_RESFINDER__erm(C)_3_M17990	39	735
MET0812	groot-db_RESFINDER__erm(C)_14_M12730	47	735
MET0812	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	88	1545
MET0812	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	47	736
MET0821	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	56	967
MET0821	groot-db_RESFINDER__erm(C)_13_M13761	31	735
MET0821	groot-db_RESFINDER__erm(A)_2_AF002716	38	732
MET0820	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	107	1464
MET0820	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	42	967
MET0820	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	108	1465
MET0820	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	35	945
MET0820	groot-db_RESFINDER__cfxA3_1_AF472622	42	966
MET0820	groot-db_RESFINDER__mef(A)_10_AF376746	89	1218
MET0826	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	49	967
MET0826	groot-db_RESFINDER__cfxA3_1_AF472622	49	966
MET0826	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	46	967
MET0833	groot-db_RESFINDER__mef(A)_10_AF376746	44	1218
MET0833	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	49	1464
MET0833	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	50	1465
MET0833	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	41	945
MET0836	groot-db_RESFINDER__erm(A)_2_AF002716	121	732
MET0836	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	88	967
MET0836	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	89	967
MET0836	groot-db_ARGANNOT__(Bla)cfxA4:AY769933:1-966:966	89	966
MET0836	groot-db_RESFINDER__cfxA3_1_AF472622	89	966
MET0836	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	89	967
MET0841	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	43	967
MET0838	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	90	967
MET0838	groot-db_RESFINDER__cfxA3_1_AF472622	90	966
MET0838	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	122	1465
MET0838	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	75	945
MET0838	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	89	967
MET0838	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	123	1464
MET0834	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	55	967
MET0834	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	67	967
MET0834	groot-db_RESFINDER__erm(A)_2_AF002716	53	732
MET0834	groot-db_ARGANNOT__(Bla)cfxA4:AY769933:1-966:966	55	966
MET0839	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	126	1465
MET0839	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	124	1464
MET0839	groot-db_RESFINDER__mef(A)_10_AF376746	75	1218
MET0839	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	59	945
MET0837	groot-db_RESFINDER__erm(A)_2_AF002716	85	732
MET0837	groot-db_CARD__gb|NC_013342.1|-|26737-27499|ARO:3003905|ANT(4')-Ib	274	762
MET0837	groot-db_RESFINDER__blaZ_34_AP003139	150	846
MET0837	groot-db_RESFINDER__blaZ_35_AJ302698	150	846
MET0837	groot-db_ARGANNOT__(Bla)MECA:AB221124:91-2097:2007	825	2007
MET0837	groot-db_ARGANNOT__(AGly)Sat4A:X92945:38870-39412:543	273	543
MET0837	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	193	1464
MET0837	groot-db_RESFINDER__cfxA3_1_AF472622	80	966
MET0837	groot-db_ARGANNOT__(Tmt)DfrC:Z48233:337-822:486	237	486
MET0837	groot-db_CARD__gb|AE015929|-|1128933-1129419|ARO:3002865|dfrC	237	487
MET0837	groot-db_RESFINDER__mecA_10_AB512767	778	2010
MET0837	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	140	945
MET0837	groot-db_RESFINDER__fosB_3_ACHE01000077	240	429
MET0837	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	80	967
MET0837	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	188	1465
MET0837	groot-db_RESFINDER__mecA_4_AB033763	794	2007
MET0837	groot-db_CARD__gb|CP004067|+|52914-53709|ARO:3002647|APH(3')-IIIa	449	796
MET0837	groot-db_CARD__gb|KC243783|+|0-2007|ARO:3000617|mecA	778	2008
MET0837	groot-db_RESFINDER__mecA_7_BA000018	806	2007
MET0837	groot-db_RESFINDER__mecA_14_AB505630	736	2010
MET0837	groot-db_ARGANNOT__(Bla)cfxA4:AY769933:1-966:966	80	966
MET0837	groot-db_ARGANNOT__(AGly)Aac6-Aph2:M13771:304-1743:1440	2458	1440
MET0837	groot-db_RESFINDER__mef(A)_10_AF376746	159	1218
MET0837	groot-db_CARD__gb|AY566250|+|391-1555|ARO:3000391|norA	833	1165
MET0837	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	87	967
MET0837	groot-db_ARGANNOT__(AGly)AadD:AF181950:3176-3946:771	200	771
MET0837	groot-db_ARGANNOT__(AGly)Aph3-III:V01547:535-1329:795	444	795
MET0837	groot-db_CARD__gb|AY769933|+|0-966|ARO:3003005|CfxA4	80	967
MET0837	groot-db_ARGANNOT__(Bla)BlaZ:AB245469:2235-3080:861	177	846
MET0837	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	2456	1545
MET0837	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	1011	900
MET0837	groot-db_RESFINDER__mecA_15_AB505628	818	2010
MET0837	groot-db_CARD__gb|NC_005024|+|42504-43944|ARO:3002597|AAC(6')-Ie-APH(2'')-Ia	2470	1441
MET0837	groot-db_CARD__gb|X75439|+|476-3551|ARO:3000521|mupA	4121	3075
MET0840	groot-db_ARGANNOT__(MLS)MsrD:AF274302:2462-3925:1464	201	1464
MET0840	groot-db_ARGANNOT__(Bla)BRO-1:Z54180:84-1028:945	138	945
MET0840	groot-db_RESFINDER__cfxA3_1_AF472622	104	966
MET0840	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	112	967
MET0840	groot-db_CARD__gb|NC_012469|-|1800927-1802391|ARO:3000616|mel	201	1465
MET0840	groot-db_RESFINDER__erm(A)_2_AF002716	55	732
MET0840	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	105	967
MET0850	groot-db_CARD__gb|AF024666|+|35934-37110|ARO:3002703|cmx	25	1177
MET0850	groot-db_CARD__gb|NC_013342.1|-|26737-27499|ARO:3003905|ANT(4')-Ib	26	762
MET0850	groot-db_ARGANNOT__(Phe)CmxA:AF024666:15877-17052:1176	25	1176
MET0850	groot-db_RESFINDER__erm(C)_15_U82607	35	735
MET0850	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	43	735
MET0861	groot-db_ARGANNOT__(Phe)Dha1:BA000018:2517801-2518988:1188	36	1188
MET0851	groot-db_ARGANNOT__(AGly)aph(3'')-Ib:KP119857:3336-3827:492	18	492
MET0851	groot-db_RESFINDER__aph(3'')-Ib_2_AF024602	31	804
MET0851	groot-db_ARGANNOT__(AGly)StrA:AB366441:22458-23261:804	31	804
MET0851	groot-db_ARGANNOT__(AGly)StrB:FJ474091:264-1100:837	27	837
MET0855	groot-db_ARGANNOT__(AGly)APH-Stph:HE579073:1778413-1779213:801	25	801
MET0855	groot-db_ARGANNOT__(Tet)Tet-38:AY825285:1-1353:1353	58	1353
MET0855	groot-db_ARGANNOT__(Phe)Dha1:BA000018:2517801-2518988:1188	62	1188
MET0874	groot-db_RESFINDER__erm(X)_2_X51472	266	762
MET0874	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	239	763
MET0874	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	242	762
MET0874	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	277	735
MET0875	groot-db_RESFINDER__erm(C)_10_Y09002	161	735
MET0875	groot-db_RESFINDER__erm(C)_15_U82607	176	735
MET0875	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	180	735
MET0872	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	178	762
MET0872	groot-db_RESFINDER__erm(X)_2_X51472	199	762
MET0872	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	171	763
MET0890	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	491	762
MET0890	groot-db_RESFINDER__mef(A)_10_AF376746	35	1218
MET0890	groot-db_RESFINDER__erm(X)_2_X51472	644	762
MET0890	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	474	763
MET0883	groot-db_RESFINDER__erm(X)_2_X51472	167	762
MET0883	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	151	762
MET0883	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	149	763
MET0888	groot-db_RESFINDER__erm(X)_2_X51472	123	762
MET1148	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	533	762
MET1148	groot-db_CARD__gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	509	805
MET1148	groot-db_RESFINDER__erm(X)_4_NC_005206	353	855
MET1148	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	128	900
MET1148	groot-db_RESFINDER__erm(X)_2_X51472	625	762
MET1148	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	513	763
MET1148	groot-db_ARGANNOT__(AGly)aph(6)-Id:KP119857:3827-4663:837	570	837
MET1148	groot-db_ARGANNOT__(AGly)StrA:AB366441:22458-23261:804	580	804
MET1148	groot-db_RESFINDER__aph(3'')-Ib_5_AF321551	561	804
MET1148	groot-db_ARGANNOT__(Phe)Cmr:U85507:3518-4693:1172	812	1176
MET1148	groot-db_CARD__gb|BX664015|-|103017-103833|ARO:3002641|APH(3')-Ia	442	817
MET1148	groot-db_ARGANNOT__(AGly)aph(3'')-Ib:KP119857:3336-3827:492	324	492
MET1148	groot-db_ARGANNOT__(AGly)Aph3''Ia:FJ172370:38668-39483:816	471	816
MET1148	groot-db_RESFINDER__aph(3'')-Ib_1_M28829	522	804
MET1148	groot-db_RESFINDER__aph(3'')-Ib_2_AF024602	580	804
MET1148	groot-db_ARGANNOT__(Phe)CmxA:AF024666:15877-17052:1176	856	1176
MET1148	groot-db_CARD__gb|AF024666|+|35934-37110|ARO:3002703|cmx	856	1177
MET1148	groot-db_ARGANNOT__(AGly)StrB:FJ474091:264-1100:837	651	837
MET1148	groot-db_ARGANNOT__(AGly)aph(3')-Ic:KP119857:914-1729:816	408	816
MET1157	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	280	762
MET1157	groot-db_ARGANNOT__(AGly)StrA:AB366441:22458-23261:804	96	804
MET1157	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	282	763
MET1157	groot-db_RESFINDER__aph(3'')-Ib_2_AF024602	96	804
MET1157	groot-db_RESFINDER__erm(X)_2_X51472	304	762
MET1149	groot-db_RESFINDER__erm(X)_4_NC_005206	167	855
MET1149	groot-db_ARGANNOT__(AGly)AadD:AF181950:3176-3946:771	122	771
MET1149	groot-db_CARD__gb|M12730|+|779-1514|ARO:3000250|ErmC	1179	736
MET1149	groot-db_ARGANNOT__(AGly)Aph3-III:V01547:535-1329:795	110	795
MET1149	groot-db_CARD__gb|AF024666|+|35934-37110|ARO:3002703|cmx	973	1177
MET1149	groot-db_ARGANNOT__(AGly)Aph3''Ia:FJ172370:38668-39483:816	1343	816
MET1149	groot-db_RESFINDER__erm(C)_10_Y09002	1139	735
MET1149	groot-db_ARGANNOT__(MLS)ErmCX:AF024666:2208-2969:762	533	762
MET1149	groot-db_RESFINDER__erm(C)_14_M12730	1176	735
MET1149	groot-db_CARD__gb|NC_013342.1|-|26737-27499|ARO:3003905|ANT(4')-Ib	167	762
MET1149	groot-db_ARGANNOT__(AGly)StrB:FJ474091:264-1100:837	823	837
MET1149	groot-db_ARGANNOT__(AGly)StrA:AB366441:22458-23261:804	543	804
MET1149	groot-db_ARGANNOT__(Phe)Cmr:U85507:3518-4693:1172	942	1176
MET1149	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	276	900
MET1149	groot-db_RESFINDER__aph(3'')-Ib_1_M28829	417	804
MET1149	groot-db_RESFINDER__aph(3'')-Ib_5_AF321551	522	804
MET1149	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	519	763
MET1149	groot-db_RESFINDER__erm(C)_16_AF019140	1189	735
MET1149	groot-db_RESFINDER__aph(3'')-Ib_2_AF024602	543	804
MET1149	groot-db_RESFINDER__erm(C)_15_U82607	1582	735
MET1149	groot-db_ARGANNOT__(Phe)CmxA:AF024666:15877-17052:1176	973	1176
MET1149	groot-db_ARGANNOT__(AGly)aph(3')-Ic:KP119857:914-1729:816	1137	816
MET1149	groot-db_RESFINDER__erm(C)_13_M13761	1208	735
MET1149	groot-db_ARGANNOT__(AGly)aph(3'')-Ib:KP119857:3336-3827:492	351	492
MET1149	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	1697	735
MET1149	groot-db_CARD__gb|AF313472|+|15593-16397|ARO:3002639|APH(3'')-Ib	457	805
MET1149	groot-db_ARGANNOT__(AGly)aph(6)-Id:KP119857:3827-4663:837	755	837
MET1149	groot-db_CARD__gb|CP004067|+|52914-53709|ARO:3002647|APH(3')-IIIa	110	796
MET1149	groot-db_RESFINDER__erm(X)_2_X51472	600	762
MET1149	groot-db_CARD__gb|BX664015|-|103017-103833|ARO:3002641|APH(3')-Ia	1255	817
MET1150	groot-db_CARD__gb|AY566250|+|391-1555|ARO:3000391|norA	153	1165
MET1150	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	345	1545
MET1150	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	631	900
MET1164	groot-db_RESFINDER__erm(X)_2_X51472	111	762
MET1165	groot-db_CARD__gb|AF024666|-|2207-2969|ARO:3000596|ErmX	170	763
MET1165	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	250	900
MET1165	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	109	1545
MET1179	groot-db_CARD__gb|KC539823|+|1017-2586|ARO:3002829|vgaA	65	1570
MET1193	groot-db_ARGANNOT__(MLS)MphC:AF167161:5665-6564:900	252	900
MET1193	groot-db_CARD__gb|AB566411|+|0-1545|ARO:3003046|qacA	104	1545
MET1193	groot-db_ARGANNOT__(MLS)ErmC:M19652:988-1722:735	167	735
